id_acciones_presencia,fecha_hecho,fuente,municipio,departamento,region,pdet,pnis,zona,evento,tipo_accion,accion,acciones_tradicionales,aux_responsable,subgrupo_responsable,total_victimas,descripcion_hecho,actor_consolidado,tipo_accion_clean,departamento_clean,municipio_clean,largo_texto,renta_ilicita_identificada,afecta_sector_privado,llave_geo,impactos_sectoriales,sectores_afectados_lista
20048,2026-07-10,ejercito nacional,Santo Domingo,Antioquia,Andina,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,"policia, ejercito, otro grupo armado ilegal",clan del golfo,1,"en santo domingo, antioquia, en desarrollo de operaciones militares orientadas a debilitar las fuentes de financiacion de los grupos armados organizados, tropas de la decima cuarta brigada, en coordinacion con la policia nacional, lograron la captura en flagrancia de 3 personas mediante diligencias de allanamiento y registro, realizadas en el casco urbano de este municipio. de acuerdo con las investigaciones preliminares, los capturados presuntamente harian parte del grupo armado organizado, gao, clan del golfo. durante la accion, los efectivos incautaron una pistola, 2 armas traumaticas, 3 telefonos celulares, dinero en efectivo, un cuaderno con registros contables, mas de 600 gramos de sustancias alucinogenas que se asemejan a bazuco y marihuana, asi como 600 bolsas plasticas de sello hermetico vacias, que presuntamente serian utilizadas para el empaque y distribucion de dosis destinadas al expendio ilegal. entre los detenidos se encontraria un sujeto conocido con el alias de el grillo, quien al parecer se desempenaba como coordinador logistico y financiero de esta estructura criminal en el municipio.","policia, ejercito, otro grupo armado ilegal",Captura,Antioquia,Santo Domingo,165,Narcotráfico,False,Santo Domingo - Antioquia,"{""Financiero"": ""Positivo""}",Financiero
20049,2026-07-10,ejercito nacional,Santo Domingo,Antioquia,Andina,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"policia, ejercito, otro grupo armado ilegal",clan del golfo,0,"en santo domingo, antioquia, en desarrollo de operaciones militares orientadas a debilitar las fuentes de financiacion de los grupos armados organizados, tropas de la decima cuarta brigada, en coordinacion con la policia nacional, lograron la captura en flagrancia de 3 personas mediante diligencias de allanamiento y registro, realizadas en el casco urbano de este municipio. de acuerdo con las investigaciones preliminares, los capturados presuntamente harian parte del grupo armado organizado, gao, clan del golfo. durante la accion, los efectivos incautaron una pistola, 2 armas traumaticas, 3 telefonos celulares, dinero en efectivo, un cuaderno con registros contables, mas de 600 gramos de sustancias alucinogenas que se asemejan a bazuco y marihuana, asi como 600 bolsas plasticas de sello hermetico vacias, que presuntamente serian utilizadas para el empaque y distribucion de dosis destinadas al expendio ilegal. entre los detenidos se encontraria un sujeto conocido con el alias de el grillo, quien al parecer se desempenaba como coordinador logistico y financiero de esta estructura criminal en el municipio.","policia, ejercito, otro grupo armado ilegal",Incautacion,Antioquia,Santo Domingo,165,Narcotráfico,False,Santo Domingo - Antioquia,"{""Financiero"": ""Positivo""}",Financiero
20050,2026-07-10,ejercito nacional,Sincelejo,Sucre,Caribe,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,"ejercito, otro funcionario publico, otro grupo armado ilegal",manuel jose gaitan; clan del golfo,1,"en el casco urbano de sincelejo, sucre, tropas del batallon de infanteria liviana n.° 33 junin, unidad adscrita a la decima primera brigada del ejercito nacional, en articulacion con el gaula militar de la armada de colombia y el cti de la fiscalia general de la nacion, lograron recientemente la captura en flagrancia de un presunto miembro del cartel del clan del golfo por el delito de fabricacion, trafico, porte o tenencia de armas de fuego, accesorios, partes o municiones. la operacion se llevo a cabo mediante diligencias de allanamiento y registro en el casco urbano de la ciudad de sincelejo, sucre. el hombre, a quien se le conoce como alias topo, tenia en su poder un revolver calibre 32 mm, proveedores, mas de 60 cartuchos de diferentes calibres, 1459 gramos de cocaina y sus derivados, y 12 cajetillas de cigarrillos. segun las investigaciones, este sujeto seria el principal responsable de la coordinacion logistica del componente criminal focalizado de la subestructura manuel jose gaitan, de esta organizacion ilegal.","ejercito, otro funcionario publico, otro grupo armado ilegal",Captura,Sucre,Sincelejo,168,Narcotráfico,False,Sincelejo - Sucre,{},Ninguno
20051,2026-07-10,ejercito nacional,Sincelejo,Sucre,Caribe,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"otro grupo armado ilegal, ejercito nacional, otro funcionario publico",manuel jose gaitan; clan del golfo,0,"en el casco urbano de sincelejo, sucre, tropas del batallon de infanteria liviana n.° 33 junin, unidad adscrita a la decima primera brigada del ejercito nacional, en articulacion con el gaula militar de la armada de colombia y el cti de la fiscalia general de la nacion, lograron recientemente la captura en flagrancia de un presunto miembro del cartel del clan del golfo por el delito de fabricacion, trafico, porte o tenencia de armas de fuego, accesorios, partes o municiones. la operacion se llevo a cabo mediante diligencias de allanamiento y registro en el casco urbano de la ciudad de sincelejo, sucre. el hombre, a quien se le conoce como alias topo, tenia en su poder un revolver calibre 32 mm, proveedores, mas de 60 cartuchos de diferentes calibres, 1459 gramos de cocaina y sus derivados, y 12 cajetillas de cigarrillos. segun las investigaciones, este sujeto seria el principal responsable de la coordinacion logistica del componente criminal focalizado de la subestructura manuel jose gaitan, de esta organizacion ilegal.","otro grupo armado ilegal, ejercito nacional, otro funcionario publico",Incautacion,Sucre,Sincelejo,168,Narcotráfico,False,Sincelejo - Sucre,{},Ninguno
20054,2026-07-10,ejercito nacional,Sácama,Casanare,Orinoquía,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Combate,Acciones de la fuerza publica,True,"eln, ejercito nacional",,1,"en zona rural del municipio de sacama, casanare, en medio de combates con el eln, el ejercito logro la incautacion de abundante material explosivo perteneciente a esta estructura armada ilegal.durante el registro del area, los soldados hallaron material de guerra que habria sido empleado por los integrantes de esta organizacion armada para el desarrollo de acciones criminales en el norte del departamento, afectando de manera significativa sus capacidades operacionales y logisticas.","eln, ejercito nacional",Combate,Casanare,Sácama,71,Ninguna,False,Sácama - Casanare,"{""Agropecuario"": ""Negativo""}",Agropecuario
20055,2026-07-10,ejercito nacional,Sácama,Casanare,Orinoquía,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"eln, ejercito nacional",,0,"en zona rural del municipio de sacama, casanare, en medio de combates con el eln, el ejercito logro la incautacion de abundante material explosivo perteneciente a esta estructura armada ilegal.durante el registro del area, los soldados hallaron material de guerra que habria sido empleado por los integrantes de esta organizacion armada para el desarrollo de acciones criminales en el norte del departamento, afectando de manera significativa sus capacidades operacionales y logisticas.","eln, ejercito nacional",Incautacion,Casanare,Sácama,71,Ninguna,False,Sácama - Casanare,"{""Agropecuario"": ""Negativo""}",Agropecuario
20059,2026-07-10,ejercito nacional,Natagaima,Tolima,Andina,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Desmovilizacion/ entrega voluntaria,Otra,False,otro grupo armado ilegal,frente ismael ruiz; estado mayor central,0,"un cabecilla financiero y otros dos integrantes del gao-r frente ismael ruiz se entregaron voluntariamente a tropas del gaula militar tolima, en el marco de operaciones militares desarrolladas en el sur del tolima, en limites con huila. segun el ejercito, la presion ejercida por las operaciones contra la extorsion y el secuestro llevo a los tres integrantes a entregar sus armas y acogerse al programa de desmovilizacion del gobierno. los tres quedaron bajo proteccion del grupo de atencion humanitaria al desmovilizado y apoyo al sometimiento individual a la justicia (gahd).",otro grupo armado ilegal,Desmovilizacion/ entrega voluntaria,Tolima,Natagaima,90,Extorsión,False,Natagaima - Tolima,{},Ninguno
20018,2026-07-09,caracol radio,Lorica,Córdoba,Caribe,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,otro grupo armado ilegal,yepes cantero; clan del golfo,0,"en zona metropolitana de monteria, se confirmo la captura de alias ‘tio’ o ‘joaquin’, senalado de delinquir en 15 de los 30 municipios, por delitos como concierto para delinquir con fines de homicidio, fabricacion, trafico o porte de estupefacientes y extorsion. es el presunto encargado de controlar las finanzas criminales producto de la extorsion, multas y el control al expendio de estupefacientes en mas de 15 municipios de cordoba. el uniformado detallo que alias ‘tio’ tendria una trayectoria de mas de 20 anos en la subestructura yepes cantero del clan del golfo. la captura se habria registrado en el corregimiento palo de agua, en el municipio de lorica.",otro grupo armado ilegal,Captura,Córdoba,Lorica,108,Extorsión,False,Lorica - Córdoba,{},Ninguno
20019,2026-07-09,caracol radio,Canalete,Córdoba,Caribe,False,False,,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,otro grupo armado ilegal,clan del golfo,0,"en canalete, cordoba, las autoridades de policia confirmaron la captura de alias ‘chori’, quien, al parecer, tendria injerencia delictiva en los municipios de canalete, los cordobas, puerto escondido, monitos y san bernardo del viento. la captura se registro por los delitos de concierto para delinquir con fines de extorsion, terrorismo, secuestro, homicidio, narcotrafico y secuestro extorsivo. de acuerdo con la investigacion, el capturado tendria una trayectoria criminal cercana a 15 anos, durante la cual habria desempenado funciones como cabecilla pseudopolitico y cabecilla de zona en la region costanera de cordoba y el uraba antioqueno. alias ‘chori’ seria el encargado de impartir ordenes a integrantes de esta estructura criminal para la comision de homicidios selectivos, extorsiones, constrenimientos a la comunidad y la custodia de presuntos centros clandestinos utilizados para el almacenamiento de estupefacientes. ",otro grupo armado ilegal,Captura,Córdoba,Canalete,132,Extorsión,False,Canalete - Córdoba,{},Ninguno
20020,2026-07-09,caracol radio,Lorica,Córdoba,Caribe,False,False,Urbana,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,,,0,"la fuerza publica capturo a cuatro presuntos integrantes del clan del golfo durante diligencias simultaneas de registro y allanamiento en tuchin, chinu, chima y sahagun (cordoba). los capturados serian senalados de integrar una estructura dedicada al cobro de extorsiones a comerciantes, transportadores, ganaderos y otros sectores productivos de la region. entre ellos estaria alias ‘el viejo’ o ‘carmelo’, senalado como cabecilla militar de zona y coordinador de actividades extorsivas en tuchin y chima. las autoridades estiman que la estructura obtendria alrededor de $350 millones mensuales mediante extorsiones.",no identificado,Captura,Córdoba,Lorica,87,Ninguna,False,Lorica - Córdoba,{},Ninguno
20044,2026-07-09,caracol radio,Mercaderes,Cauca,Pacífico,True,False,Rural,Acciones de los grupos armados al margen de la ley,Hurto,Otra,False,grupo armado ilegal no identificado,,0,"en la carretera entre remolinos y mojarras, del municipio de mercaderes, cauca, un vehiculo de la unp fue interceptado por hombres armados y hurtado. despojaron a sus tripulantes de sus pertenencias. la situacion mantiene las alarmas encendidas porque en el transcurso de una semana por lo menos tres vehiculos de la unidad nacional de proteccion resultaron hurtados por actores armados que operan en la region caucana. los funcionarios fueron despojados del vehiculo, dos pistolas, dos chalecos balisticos y tres telefonos celulares.",grupo armado ilegal no identificado,Hurto,Cauca,Mercaderes,81,Ninguna,False,Mercaderes - Cauca,"{""Humanitario"": ""Negativo""}",Humanitario
20045,2026-07-09,ejercito nacional,Paz De Ariporo,Casanare,Orinoquía,False,False,,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"ejercito, policia, grupo armado ilegal no identificado",,0,"ejercito nacional y policia incautan 475 buzos militares que, al parecer, serian destinados a grupos armados organizados ilegales en casanare. lograron la incautacion de 475 buzos militares tipo hibrido en el terminal de transporte del municipio de paz de ariporo, casanare.de acuerdo con las primeras investigaciones, estas prendas habrian sido enviadas desde la ciudad de bogota y tendrian como destino el departamento de arauca.segun informacion militar, este material presuntamente estaria destinado a grupos armados organizados ilegales que delinquen en la zona limitrofe entre los departamentos de casanare y arauca.","ejercito, policia, grupo armado ilegal no identificado",Incautacion,Casanare,Paz De Ariporo,89,Ninguna,False,Paz De Ariporo - Casanare,{},Ninguno
20052,2026-07-09,caracol radio,Ibagué,Tolima,Andina,False,False,Rural,Presencia grupos armados ilegales,Solo presencia,Otra,False,otro grupo armado ilegal,clan del golfo,1,"la secretaria de seguridad del tolima alerto sobre la presencia de un grupo de entre 10 y 15 hombres en la zona rural de ibague, entre el corregimiento de san juan de la china y lisboa, anzoategui. la estructura se autodenominaria clan del golfo y estaria vinculada, segun las autoridades, con actividades de extorsion e intimidacion a las comunidades. la alerta surgio tras el homicidio de un hombre ocurrido el 22 de junio en una via rural de san juan de la china, cuyo cuerpo fue encontrado atado de pies y manos. las autoridades anunciaron una operacion contra la estructura y el fortalecimiento de la presencia militar mediante patrullajes, sobrevuelos con drones y campamentos del ejercito.",otro grupo armado ilegal,Solo presencia,Tolima,Ibagué,116,Extorsión,False,Ibagué - Tolima,"{""Agropecuario"": ""Negativo""}",Agropecuario
20053,2026-07-09,semana,Tibú,Norte De Santander,Andina,True,True,Urbana,Acciones de los grupos armados al margen de la ley,Acto de terrorismo,Ataque a infraestructura y bienes civiles,True,eln,,3,"un artefacto explosivo fue lanzado contra el area de oficinas administrativas del aeropuerto de tibu, norte de santander, causando una explosion que dejo tres integrantes del equipo de seguridad y vigilancia heridos. las victimas fueron trasladadas a un centro asistencial por lesiones ocasionadas por la onda expansiva. la aeronautica civil rechazo el atentado y senalo que las autoridades de seguridad evaluaban los danos materiales. se desconoce el responsable. de acuerdo con las autoridades, en fuentes como caracol radio le atribuyen la responsabilidad al eln.",eln,Acto de terrorismo,Norte De Santander,Tibú,84,Ninguna,False,Tibú - Norte De Santander,{},Ninguno
20035,2026-07-08,emisora ondas de ibague,Ataco,Tolima,Andina,True,False,Rural,Acciones de los grupos armados al margen de la ley,Reten ilegal,Otra,False,disidencias de las farc,,0,"la gobernadora del tolima, adriana magaly matiz, denuncio la instalacion de presuntos retenes ilegales y la realizacion de requisas por parte de integrantes de las disidencias de las farc a habitantes del sector de polecito, zona rural de ataco (tolima). tras la denuncia, el diputado departamental giovanny molina pidio acciones de las autoridades para proteger a las comunidades y evitar que los grupos armados continuen ejerciendo presion sobre la poblacion rural.",disidencias de las farc,Reten ilegal,Tolima,Ataco,71,Ninguna,False,Ataco - Tolima,"{""Agropecuario"": ""Negativo""}",Agropecuario
20039,2026-07-08,ejercito nacional,Uribia,La Guajira,Caribe,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Combate,Acciones de la fuerza publica,True,grupo armado ilegal no identificado,,3,"en zona rural de uribia, la guajira, durante una operacion del ejercito, fueron incautados 2 fusiles, una pistola, 3 proveedores, municiones y 2 motocicletas, entre otros elementos que pretendian ser usados para cometer una accion criminal en la region. brigadas de la primera division sostuvieron combates contra presuntos integrantes de un grupo armado organizado. durante la operacion resultaron heridos dos presuntos integrantes de esta estructura criminal, quienes recibieron atencion inmediata por parte de los enfermeros de combate y, posteriormente, fueron trasladados a un centro asistencial para su valoracion medica, en estricto cumplimiento de los derechos humanos y las disposiciones del derecho internacional humanitario. tambien se logro la incautacion de 2 fusiles, una pistola, 3 proveedores, municion de diferentes calibres, 2 motocicletas y un chaleco antibalas, material que presuntamente seria empleado para el desarrollo de actividades delictivas.",grupo armado ilegal no identificado,Combate,La Guajira,Uribia,136,Ninguna,False,Uribia - La Guajira,"{""Agropecuario"": ""Negativo"", ""Humanitario"": ""Negativo""}","Agropecuario, Humanitario"
20040,2026-07-08,ejercito nacional,Uribia,La Guajira,Caribe,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,grupo armado ilegal no identificado,,2,"en zona rural de uribia, la guajira, durante una operacion del ejercito, fueron incautados 2 fusiles, una pistola, 3 proveedores, municiones y 2 motocicletas, entre otros elementos que pretendian ser usados para cometer una accion criminal en la region. brigadas de la primera division sostuvieron combates contra presuntos integrantes de un grupo armado organizado. durante la operacion resultaron heridos dos presuntos integrantes de esta estructura criminal, quienes recibieron atencion inmediata por parte de los enfermeros de combate y, posteriormente, fueron trasladados a un centro asistencial para su valoracion medica, en estricto cumplimiento de los derechos humanos y las disposiciones del derecho internacional humanitario. tambien se logro la incautacion de 2 fusiles, una pistola, 3 proveedores, municion de diferentes calibres, 2 motocicletas y un chaleco antibalas, material que presuntamente seria empleado para el desarrollo de actividades delictivas.",grupo armado ilegal no identificado,Incautacion,La Guajira,Uribia,136,Ninguna,False,Uribia - La Guajira,"{""Agropecuario"": ""Negativo"", ""Humanitario"": ""Negativo""}","Agropecuario, Humanitario"
20041,2026-07-08,caracol radio,Caldono,Cauca,Pacífico,True,False,,Acciones de los grupos armados al margen de la ley,Reclutamiento forzado o desvinculacion de menores de edad,Otra,False,grupo armado ilegal no identificado,,0,"el consejo regional indigena del cauca (cric) denuncio que 52 menores indigenas habrian sido reclutados por grupos armados ilegales en el cauca durante 2026, mientras que otros 27 menores permanecian desaparecidos de sus territorios ancestrales. los casos mas recientes se concentrarian en zonas rurales y territorios indigenas de caldono y morales. el cric senalo que algunos menores reclutados habrian muerto en combates y que otros habrian sido trasladados a otras regiones, como guaviare.",grupo armado ilegal no identificado,Reclutamiento forzado o desvinculacion de menores de edad,Cauca,Caldono,73,Ninguna,False,Caldono - Cauca,{},Ninguno
20042,2026-07-08,diario del cauca,San Andrés De Tumaco,Nariño,Pacífico,True,True,,Acciones de la fuerza publica y otros servidores publicos,Desactivacion de artefactos explosivos,Otra,False,"ejercito, disidencias de las farc",frente oliver sinisterra; disidencias de las farc,1,"las fuerzas militares reportaron un importante resultado operacional en el municipio de tumaco, narino, donde fue localizado y destruido un deposito clandestino con mas de 700 artefactos explosivos improvisados. la intervencion fue realizada por unidades de la fuerza de tarea hercules en la vereda la aduana, donde tambien fueron encontrados cilindros explosivos, pentolita y materiales destinados a la fabricacion de minas antipersonal. el arsenal perteneceria a la estructura oliver sinisterra, vinculada a las disidencias de las farc, y habria sido destinado para ejecutar acciones terroristas contra la poblacion, integrantes de la fuerza publica e infraestructura estrategica del estado.los explosivos fueron destruidos de forma controlada por personal especializado, evitando riesgos para los habitantes de la zona. ","ejercito, disidencias de las farc",Desactivacion de artefactos explosivos,Nariño,San Andrés De Tumaco,115,Ninguna,True,San Andrés De Tumaco - Nariño,{},Ninguno
20043,2026-07-08,el diario del cauca,San Andrés De Tumaco,Nariño,Pacífico,True,True,,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"ejercito, disidencias de las farc",frente oliver sinisterra; disidencias de las farc,0,"las fuerzas militares reportaron un importante resultado operacional en el municipio de tumaco, narino, donde fue localizado y destruido un deposito clandestino con mas de 700 artefactos explosivos improvisados. la intervencion fue realizada por unidades de la fuerza de tarea hercules en la vereda la aduana, donde tambien fueron encontrados cilindros explosivos, pentolita y materiales destinados a la fabricacion de minas antipersonal. el arsenal perteneceria a la estructura oliver sinisterra, vinculada a las disidencias de las farc, y habria sido destinado para ejecutar acciones terroristas contra la poblacion, integrantes de la fuerza publica e infraestructura estrategica del estado.los explosivos fueron destruidos de forma controlada por personal especializado, evitando riesgos para los habitantes de la zona. ","ejercito, disidencias de las farc",Incautacion,Nariño,San Andrés De Tumaco,115,Ninguna,True,San Andrés De Tumaco - Nariño,{},Ninguno
20046,2026-07-08,el pais,Inzá,Cauca,Pacífico,False,False,,Acciones de los grupos armados al margen de la ley,Reten ilegal,Otra,False,grupo armado ilegal no identificado,,0,"hombres armados instalaron un reten ilegal en el sector de puente valencia, sobre la via que comunica a inza (cauca) con la plata (huila). los sujetos interceptaron varios vehiculos, realizaron grafitis en algunos automotores y hurtaron una camioneta perteneciente a la unidad nacional de proteccion (unp). la accion fue atribuida preliminarmente al eln, aunque las autoridades no habian confirmado oficialmente la autoria. el hecho genero alertas entre transportadores y habitantes por el riesgo para la movilidad en este corredor.",grupo armado ilegal no identificado,Reten ilegal,Cauca,Inzá,79,Ninguna,False,Inzá - Cauca,"{""Humanitario"": ""Negativo""}",Humanitario
20047,2026-07-08,el heraldo ,Barranquilla,Atlántico,Caribe,False,False,Urbana,Acciones de los grupos armados al margen de la ley,Homicidio,Otra,False,"otro grupo armado ilegal, delincuencia comun",clan del golfo,1,"en barranquilla, la policia metropolitana investiga el homicidio de carlos jose diaz buelvas, de 26 anos, registrado en la tarde de este miercoles 8 de julio en el barrio el ferry, en el suroriente de barranquilla. aunque por el momento no existe una hipotesis sobre el movil del homicidio, los investigadores analizan si el caso podria estar relacionado con la disputa territorial que sostienen en el sector el grupo delincuencial comun organizado ‘los papalopez’ y el ejercito gaitanista de colombia (egc) por el control de las rentas criminales.","otro grupo armado ilegal, delincuencia comun",Homicidio,Atlántico,Barranquilla,88,Ninguna,False,Barranquilla - Atlántico,{},Ninguno
20071,2026-07-08,caracol radio,Montecristo,Bolívar,Caribe,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Combate,Acciones de la fuerza publica,True,"otro grupo armado ilegal, ejercito nacional",alexander ariza rosario; clan del golfo,1,"en la vereda los tomates del municipio de montecristo, en bolivar, alias ‘diamante’, senalado como segundo cabecilla de la subestructura manuel alexander ariza rosario del clan del golfo, murio durante combates con tropas del ejercito nacional registrados el 8 de julio en la vereda los tomates, zona rural del municipio. su muerte fue confirmada posteriormente por inteligencia militar. el ejercito lo senalaba de dinamizar confrontaciones con el eln y estructuras residuales, ademas de controlar corredores de movilidad entre bolivar y antioquia y zonas vinculadas a la explotacion aurifera","otro grupo armado ilegal, ejercito nacional",Combate,Bolívar,Montecristo,88,Ninguna,False,Montecristo - Bolívar,"{""Agropecuario"": ""Negativo""}",Agropecuario
20013,2026-07-07,caracol radio,Corinto,Cauca,Pacífico,True,False,,Acciones de la fuerza publica y otros servidores publicos,Captura,Otra,False,"ejercito, policia, disidencias de las farc",dagoberto ramos; disidencias de las farc,1,"en corinto, cauca, un presunto integrante de las disidencias de las farc fue capturado en el norte del departamento y es senalado por las autoridades de coordinar acciones armadas contra la fuerza publica y la poblacion civil.se trata de alias ‘nieto’, quien, segun la policia, haria parte de la estructura dagoberto ramos y tendria una trayectoria criminal de aproximadamente tres anos dentro de esta organizacion ilegal. la captura se realizo en el municipio durante un operativo conjunto entre la policia y el ejercito. el detenido seria el encargado de coordinar extorsiones, homicidios selectivos, actividades de observacion criminal y acciones ofensivas contra las autoridades en el norte del departamento. durante el procedimiento, las autoridades incautaron un fusil calibre 5.56 milimetros, una pistola pietro beretta calibre 9 milimetros, proveedores, municion de diferentes calibres y 410 gramos de clorhidrato de cocaina.","ejercito, policia, disidencias de las farc",Captura,Cauca,Corinto,138,Narcotráfico,False,Corinto - Cauca,{},Ninguno
20014,2026-07-07,caracol radio,Corinto,Cauca,Pacífico,True,False,,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,"ejercito, policia, disidencias de las farc",dagoberto ramos; disidencias de las farc,0,"en corinto, cauca, un presunto integrante de las disidencias de las farc fue capturado en el norte del departamento y es senalado por las autoridades de coordinar acciones armadas contra la fuerza publica y la poblacion civil.se trata de alias ‘nieto’, quien, segun la policia, haria parte de la estructura dagoberto ramos y tendria una trayectoria criminal de aproximadamente tres anos dentro de esta organizacion ilegal. la captura se realizo en el municipio durante un operativo conjunto entre la policia y el ejercito. el detenido seria el encargado de coordinar extorsiones, homicidios selectivos, actividades de observacion criminal y acciones ofensivas contra las autoridades en el norte del departamento. durante el procedimiento, las autoridades incautaron un fusil calibre 5.56 milimetros, una pistola pietro beretta calibre 9 milimetros, proveedores, municion de diferentes calibres y 410 gramos de clorhidrato de cocaina.","ejercito, policia, disidencias de las farc",Incautacion,Cauca,Corinto,138,Narcotráfico,False,Corinto - Cauca,{},Ninguno
20015,2026-07-07,ejercito nacional,Tadó,Chocó,Pacífico,False,False,Rural,Acciones de los grupos armados al margen de la ley,Bloqueo de vias,Otra,False,eln,,0,"en el sector el tapon, municipio de tado, choco, integrantes del eln atravesaron un carro tanque sobre la via con el proposito de impedir el transito de vehiculos y personas. tropas del ejercito verificaron el vehiculo ante la posible presencia de explosivos, lo retiraron del lugar y restablecieron la movilidad en la via.",eln,Bloqueo de vias,Chocó,Tadó,53,Ninguna,False,Tadó - Chocó,{},Ninguno
20016,2026-07-07,el heraldo,Uribia,La Guajira,Caribe,False,False,Rural,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,,,0,"durante la operacion realizada en el sector de wawali, municipio de uribia, en la guajira, mediante labores de vigilancia, reconocimiento e inteligencia, fue hallada una lancha de bajo perfil de aproximadamente 52 pies de eslora, equipada con cinco motores fuera de borda de 300 caballos de fuerza cada uno, asi como una embarcacion tipo go fast de 42 pies de eslora con cuatro motores de 300 caballos de fuerza. de acuerdo con las investigaciones preliminares, estas embarcaciones serian empleadas para el transporte de cargamentos de estupefacientes hacia rutas maritimas internacionales utilizadas por organizaciones de crimen transnacional. asi mismo, fueron incautados 131 cartuchos de diferentes calibres, cuatro radios de comunicacion, siete radios satelitales, dos antenas starlink, dos equipos gps, cuatro telefonos celulares y tres chalecos balisticos, elementos que presuntamente eran utilizados para apoyar las actividades logisticas, de coordinacion y comunicaciones de esta estructura narcotraficante.",no identificado,Incautacion,La Guajira,Uribia,143,Ninguna,False,Uribia - La Guajira,{},Ninguno
20031,2026-07-07,caracol radio,Alto Baudó,Chocó,Pacífico,False,False,,Acciones de la fuerza publica y otros servidores publicos,Desmovilizacion/ entrega voluntaria,Otra,False,otro grupo armado ilegal,leonidas de la rosa vasquez; clan del golfo,1,"en el municipio de alto baudo, en el departamento de choco, ocho integrantes de la subestructura baudo (leonidas de la rosa vasquez) del clan del golfo se sometieron de manera voluntaria a las autoridades. las tropas del gaula militar choco, pertenecientes a la decima quinta brigada del ejercito nacional y en coordinacion con la policia nacional, lograron este resultado en el marco del plan de campana ayacucho plus. junto con la entrega voluntaria, los integrantes del grupo criminal entregaron importante material de guerra: ocho fusiles (cuatro galil ar, dos ak-47, un fal 7.62 y un m4), 19 proveedores de diferentes calibres, 1.492 municiones, un radio base, dos radios tipo escuadra y abundante material de intendencia.",otro grupo armado ilegal,Desmovilizacion/ entrega voluntaria,Chocó,Alto Baudó,115,Ninguna,False,Alto Baudó - Chocó,{},Ninguno
20032,2026-07-07,caracol radio,Alto Baudó,Chocó,Pacífico,False,False,,Acciones de la fuerza publica y otros servidores publicos,Incautacion,Otra,False,otro grupo armado ilegal,leonidas de la rosa vasquez; clan del golfo,0,"en el municipio de alto baudo, en el departamento de choco, ocho integrantes de la subestructura baudo (leonidas de la rosa vasquez) del clan del golfo se sometieron de manera voluntaria a las autoridades. las tropas del gaula militar choco, pertenecientes a la decima quinta brigada del ejercito nacional y en coordinacion con la policia nacional, lograron este resultado en el marco del plan de campana ayacucho plus. junto con la entrega voluntaria, los integrantes del grupo criminal entregaron importante material de guerra: ocho fusiles (cuatro galil ar, dos ak-47, un fal 7.62 y un m4), 19 proveedores de diferentes calibres, 1.492 municiones, un radio base, dos radios tipo escuadra y abundante material de intendencia.",otro grupo armado ilegal,Incautacion,Chocó,Alto Baudó,115,Ninguna,False,Alto Baudó - Chocó,{},Ninguno
20033,2026-07-07,estrella digital,Dagua,Valle Del Cauca,Pacífico,False,True,Rural,Acciones de los grupos armados al margen de la ley,Reten ilegal,Otra,False,eln,,0,"en zonas rurales y vias terciarias de dagua se reporta la instalacion de retenes ilegales atribuidos al eln, en los que vehiculos y ocupantes serian detenidos e interrogados y, en algunos casos, estarian sujetos a amenazas o extorsiones. los hechos han generado temor y restricciones en los desplazamientos de la poblacion.",eln,Reten ilegal,Valle Del Cauca,Dagua,51,Ninguna,False,Dagua - Valle Del Cauca,{},Ninguno
20034,2026-07-07,estrella digital,Dagua,Valle Del Cauca,Pacífico,False,True,,Acciones de los grupos armados al margen de la ley,Homicidio,Otra,False,,,1,"un adulto mayor fue asesinado recientemente en dagua, en un hecho que es investigado por las autoridades y que, segun el contexto de presencia del eln, retenes ilegales y amenazas, habria incrementado la preocupacion de la poblacion frente a la presencia y accionar de grupos armados en el municipio.",no identificado,Homicidio,Valle Del Cauca,Dagua,49,Ninguna,False,Dagua - Valle Del Cauca,{},Ninguno
